filename,width,height,class,xmin,ymin,xmax,ymax
d84ba2ee-6ef5-45b7-a15a-b677b99cd3f6___RS_Early.B 6772.JPG,256,256,Potato___Early_blight,20,36,250,245
d879aaf6-d557-4607-b7a0-ecbb3761f152___RS_LB 4723.JPG,256,256,Potato___Late_blight,24,28,237,240
d8580222-d6c2-4519-94f2-f59c2d613d8b___RS_LB 4158.JPG,256,256,Potato___Late_blight,46,13,234,212
d87f93fa-f6f8-49f1-b9e1-8f196f377df8___RS_Early.B 7244.JPG,256,256,Potato___Early_blight,14,29,211,208
d8a8d6e5-d82d-4f7c-aac5-183e85549d9b___RS_Early.B 7799.JPG,256,256,Potato___Early_blight,10,13,241,252
d8a55ed1-7b3a-4b25-84b2-6046c0d9e3ab___RS_Early.B 7443.JPG,256,256,Potato___Early_blight,11,4,249,246
d8efc91f-6e85-4508-8d49-9c4a11c4c71a___RS_Early.B 7484.JPG,256,256,Potato___Early_blight,9,9,251,248
d8e3b97f-d362-4e05-8600-a103580aace4___RS_LB 4773.JPG,256,256,Potato___Late_blight,19,22,242,225
d8ef0e69-3dfc-4d13-8d49-a44fa9cfa62e___RS_LB 4140.JPG,256,256,Potato___Late_blight,34,26,200,235
d9293730-8ba7-4f41-936a-eb129bde096b___RS_Early.B 8102.JPG,256,256,Potato___Early_blight,18,14,247,238
d91d88d1-89d4-4017-b0f0-9e875bedfcab___RS_Early.B 7201.JPG,256,256,Potato___Early_blight,7,14,225,248
d94eae91-7d2e-4394-b892-8c8c7fa9cf11___RS_LB 4864.JPG,256,256,Potato___Late_blight,20,8,242,234
d97f6469-bef9-4276-b918-efb1a1859fb7___RS_Early.B 6958.JPG,256,256,Potato___Early_blight,10,18,232,243
d9303294-b0d9-4066-85d1-4ef58977b78e___RS_Early.B 7337.JPG,256,256,Potato___Early_blight,17,21,234,247
d9817cc3-ef03-41e5-8892-1fddd27b7bcc___RS_LB 4878.JPG,256,256,Potato___Late_blight,45,25,233,234
d98195f0-bdf8-4e0d-9fd5-af86cfed2a6c___RS_LB 4790.JPG,256,256,Potato___Late_blight,23,20,246,239
d99f0d05-6ee3-440c-9dc6-48f7ba2bfc24___RS_LB 2654.JPG,256,256,Potato___Late_blight,24,13,230,236
d994fd7e-a338-42c5-ac37-ede01c18999e___RS_LB 5134.JPG,256,256,Potato___Late_blight,30,16,219,250
d998c614-017c-4f90-8e39-f8c500d21218___RS_Early.B 8292.JPG,256,256,Potato___Early_blight,21,29,237,237
d992e6d3-25c9-4bbb-a806-8bc1455e5c40___RS_LB 4968.JPG,256,256,Potato___Late_blight,27,20,238,239
d9a1cd5f-e2f2-49f7-b5f1-22cf02eb5ba4___RS_Early.B 8891.JPG,256,256,Potato___Early_blight,13,20,245,246
d9ebe6a0-d46e-47fe-950e-938f7ce83afb___RS_Early.B 7419.JPG,256,256,Potato___Early_blight,18,14,229,250
da16cb94-4f1d-4390-b446-19eac2110115___RS_LB 2912.JPG,256,256,Potato___Late_blight,20,15,240,247
d9b34eaa-9d54-41fe-9ea2-335fe0b572ee___RS_Early.B 7735.JPG,256,256,Potato___Early_blight,29,31,238,242
da3115aa-a34b-42b2-97a9-9a1922770c8d___RS_Early.B 6708.JPG,256,256,Potato___Early_blight,14,17,243,231
da412bf6-6bee-4dfb-8bc7-b6e9f80971ff___RS_Early.B 6808.JPG,256,256,Potato___Early_blight,23,17,221,246
dac19eb9-e4e3-4ca1-8183-268b839901c4___RS_LB 5208.JPG,256,256,Potato___Late_blight,20,14,238,241
da4c4f0f-ea7b-489a-8ac1-f8c63ff59bc4___RS_Early.B 8818.JPG,256,256,Potato___Early_blight,10,12,238,236
dac53cd2-477e-4f7b-a59d-bb9018eec686___RS_LB 2879.JPG,256,256,Potato___Late_blight,24,4,226,244
dae7db93-d197-4616-a16b-5dcc59058bc2___RS_LB 3178.JPG,256,256,Potato___Late_blight,13,19,243,238
db973ce3-7198-4ae8-910a-bb1a3046e353___RS_LB 5152.JPG,256,256,Potato___Late_blight,27,14,233,238
dbe4f332-9189-4b76-b30c-f0c9a55e48d3___RS_HL 1841.JPG,256,256,healthy,22,8,243,239
dbad8fb5-90a0-4bcc-902e-7b7b632d0233___RS_LB 4036.JPG,256,256,Potato___Late_blight,15,30,234,246
dbbd22b5-a565-470a-9e72-2c7d7c26dbe5___RS_LB 4932.JPG,256,256,Potato___Late_blight,41,10,225,251
dca8ac5c-b925-435a-a5e9-da09fa8938a1___RS_HL 4182.JPG,256,256,healthy,15,10,226,231
dc0ad08c-a096-4ad2-9a69-597c10e12f71___RS_LB 4869.JPG,256,256,Potato___Late_blight,54,10,223,256
de9a8669-d437-40f0-aa56-fe2d8276a1e0___RS_HL 1910.JPG,256,256,healthy,27,3,244,241
e1b49d1b-165b-4f4e-8a30-735e62bc39c5___RS_HL 1839.JPG,256,256,healthy,6,9,220,242
e51367c1-d582-45e3-acf6-b0e652b43d3a___RS_HL 1873.JPG,256,256,healthy,12,18,250,245
e34e563f-7a4a-4b44-bdf2-b6f96cbcd929___RS_HL 5370.JPG,256,256,healthy,13,11,220,248
e693354a-053c-4093-8642-cc8f5f9eb2cc___RS_HL 1746.JPG,256,256,healthy,20,23,233,228
65b66b8f-2117-4876-85bd-23941349231f___RS_Early.B 7219.JPG,256,256,Potato___Early_blight,15,32,242,216
65bab626-51a1-4d16-ab9c-ddd25f4e2e33___RS_LB 4927.JPG,256,256,Potato___Late_blight,44,20,215,218
65cac614-d354-44f4-870b-dbb4fe26e120___RS_Early.B 8193.JPG,256,256,Potato___Early_blight,22,25,237,231
6616bc3c-e3be-440d-ac55-ae3bb665e8b4___RS_LB 5071.JPG,256,256,Potato___Late_blight,23,23,233,233
65f6e2f1-300b-42f0-bcc8-467753411947___RS_Early.B 7591.JPG,256,256,Potato___Early_blight,25,15,227,239
66642302-1334-4c23-8613-f98387352360___RS_Early.B 8766.JPG,256,256,Potato___Early_blight,25,2,242,220
66473aff-3438-4a8c-8c05-5fed8a4255ae___RS_LB 4473.JPG,256,256,Potato___Late_blight,43,20,209,242
6637f5da-44b1-43bc-9678-1f1188f1ed7c___RS_LB 4796.JPG,256,256,Potato___Late_blight,36,21,240,239
66785df0-db24-4c3d-821b-8ab94e7e6a06___RS_Early.B 7086.JPG,256,256,Potato___Early_blight,37,18,234,237
667c593c-acbf-468a-91a3-6fd8006c46c2___RS_Early.B 7830.JPG,256,256,Potato___Early_blight,21,12,243,243
668455c6-f7cf-4dc3-a4a8-858e7d4b55c9___RS_LB 3878.JPG,256,256,Potato___Late_blight,16,15,244,246
66a98640-59d3-4c9b-9853-773c78ac6375___RS_Early.B 6784.JPG,256,256,Potato___Early_blight,38,36,246,216
66b6c6d1-fe63-4c7e-8054-bdf6ff67ff57___RS_Early.B 7514.JPG,256,256,Potato___Early_blight,21,15,244,233
66c5930d-2169-4ec1-9919-28088d5447f7___RS_Early.B 8822.JPG,256,256,Potato___Early_blight,17,27,231,214
67001c81-d182-4bc6-b9b8-f25ddb0a2db4___RS_LB 5231.JPG,256,256,Potato___Late_blight,21,5,225,243
6750f885-4754-4e76-91d0-a5e77c86e9fd___RS_LB 4865.JPG,256,256,Potato___Late_blight,38,15,199,252
6799ab86-73ef-4825-b4cf-9ae616c40ce9___RS_Early.B 7410.JPG,256,256,Potato___Early_blight,25,24,222,221
67468907-b28a-4740-a9f4-ce69b93878c9___RS_Early.B 7142.JPG,256,256,Potato___Early_blight,24,17,230,232
677662b1-2c4e-4d93-b4fd-950815b9d2c8___RS_Early.B 8813.JPG,256,256,Potato___Early_blight,25,20,235,232
67f2bf79-1d71-4748-bcd6-a65006f12981___RS_Early.B 7289.JPG,256,256,Potato___Early_blight,23,25,227,226
68a9df4a-f803-4cf1-bfce-1a637a2befcc___RS_Early.B 7654.JPG,256,256,Potato___Early_blight,16,28,235,222
686938d8-5fcc-4482-850f-0e8720206046___RS_Early.B 7769.JPG,256,256,Potato___Early_blight,13,12,242,226
683b04ad-7941-4819-9965-ba32c725eb22___RS_HL 1861.JPG,256,256,healthy,26,19,247,254
68662e76-300e-49f6-8467-27dd63aa18ed___RS_Early.B 7163.JPG,256,256,Potato___Early_blight,26,20,225,221
68882ae5-79b6-4681-9e06-af8ae5999779___RS_LB 3952.JPG,256,256,Potato___Late_blight,19,38,229,223
68f056c9-4989-4809-b597-3739ff66afc3___RS_Early.B 8748.JPG,256,256,Potato___Early_blight,51,22,222,247
691161ad-7897-4654-a7bc-14d8b5839621___RS_Early.B 6976.JPG,256,256,Potato___Early_blight,38,20,194,226
699bd8b5-3c57-48c8-be2b-c8a5e12b0764___RS_LB 4083.JPG,256,256,Potato___Late_blight,16,24,239,226
68decf28-de55-477f-9435-56cda245a7ca___RS_LB 3195.JPG,256,256,Potato___Late_blight,7,17,241,239
69a20537-e5fd-4f1e-8800-ef9aa4fa4766___RS_Early.B 8111.JPG,256,256,Potato___Early_blight,19,22,237,234
69ee53e1-a9b6-4e97-bc5f-f91617bc87ab___RS_Early.B 7987.JPG,256,256,Potato___Early_blight,18,14,240,228
6a183fd9-9409-47ea-a634-dafa4ae329a8___RS_Early.B 8890.JPG,256,256,Potato___Early_blight,40,25,222,248
6a62fd77-1091-43ad-86a7-f42c56615e5f___RS_LB 4871.JPG,256,256,Potato___Late_blight,7,11,250,240
6a6315ef-b37d-4067-80cd-bb2d8adf93ca___RS_LB 2919.JPG,256,256,Potato___Late_blight,24,8,237,237
6a687e1b-15c3-4752-b428-e14cbe85feab___RS_LB 2803.JPG,256,256,Potato___Late_blight,9,15,241,238
6a74ff09-be5a-4412-a192-2370a37c0751___RS_Early.B 8584.JPG,256,256,Potato___Early_blight,26,26,226,238
6a72ed4a-cdb5-4a50-9a0d-efc119066fd7___RS_LB 2865.JPG,256,256,Potato___Late_blight,24,20,242,236
6a903f3e-0c90-4b97-aad7-bdb1d07cb11e___RS_Early.B 6765.JPG,256,256,Potato___Early_blight,27,40,227,233
6ad3d424-3e81-4b18-a029-4a20884c4ada___RS_Early.B 8380.JPG,256,256,Potato___Early_blight,28,25,233,234
6a90d533-28ad-4e1b-935b-8d2dfa804c87___RS_Early.B 8213.JPG,256,256,Potato___Early_blight,11,21,226,224
6b8024be-e45f-459f-9817-8d6fb0dda89a___RS_Early.B 6904.JPG,256,256,Potato___Early_blight,19,21,225,236
6bb48ab5-6f0d-4bd8-a3c0-bf2b6d5ed936___RS_Early.B 7281.JPG,256,256,Potato___Early_blight,19,31,234,236
6af65e0d-c1a5-4a28-9ecb-19e7e6d91a70___RS_LB 4128.JPG,256,256,Potato___Late_blight,16,20,250,247
6bca5c10-8985-404c-96c3-3f77c2a77d10___RS_Early.B 7527.JPG,256,256,Potato___Early_blight,19,36,238,236
6bd7d398-9cce-4282-a853-9625a641ebd6___RS_Early.B 8416.JPG,256,256,Potato___Early_blight,21,22,226,245
6c5ac624-844c-4d01-b030-38e1130e890a___RS_LB 3973.JPG,256,256,Potato___Late_blight,26,17,240,251
6c5385cd-d362-4810-b4e8-58ab768c706c___RS_Early.B 8323.JPG,256,256,Potato___Early_blight,30,9,240,224
6be49d30-1b69-435a-a533-21b2b1a7fd41___RS_LB 3309.JPG,256,256,Potato___Late_blight,29,10,234,239
6cab0a2b-a2d9-4798-8043-f6ef416ed745___RS_LB 4993.JPG,256,256,Potato___Late_blight,8,20,240,235
6cd05602-f131-47a3-a7ef-f328a13e4f1e___RS_Early.B 7079.JPG,256,256,Potato___Early_blight,24,17,224,229
6cd8e267-d5ae-4baa-a872-4c0fc5a37d67___RS_Early.B 8184.JPG,256,256,Potato___Early_blight,15,11,238,242
6ce76067-e78f-42e3-a1d6-c04f92414038___RS_LB 5267.JPG,256,256,Potato___Late_blight,20,13,229,231
6cec2d2b-7b6a-4044-9899-92d4f9332cd6___RS_Early.B 9131.JPG,256,256,Potato___Early_blight,16,2,251,244
6d22d4ab-de5f-4944-96f9-4ec495a8e4f1___RS_LB 3109.JPG,256,256,Potato___Late_blight,11,13,247,246
6d1cebfa-ad84-484e-9f30-f8fffb289072___RS_Early.B 7703.JPG,256,256,Potato___Early_blight,11,11,226,236
6dfdd5be-0999-4a5c-a35d-c760043fec23___RS_Early.B 8701.JPG,256,256,Potato___Early_blight,14,14,245,239
6e5ae22d-5e91-4fed-b731-94f80ff63613___RS_LB 5113.JPG,256,256,Potato___Late_blight,42,14,211,239
6d31cafb-4cf9-455b-ac89-487444b650f7___RS_LB 4236.JPG,256,256,Potato___Late_blight,33,19,234,217
6d51bd53-2556-410c-b151-547c83a06287___RS_LB 3276.JPG,256,256,Potato___Late_blight,38,15,225,239
6e9fc91a-e20f-4431-bc54-8492d7ec788e___RS_LB 4527.JPG,256,256,Potato___Late_blight,22,25,230,212
6edb7358-f41f-4fd2-8371-12700bdbc94c___RS_Early.B 6801.JPG,256,256,Potato___Early_blight,17,22,232,236
6ecc23ac-9aed-47bb-8ee5-76574de85872___RS_LB 5010.JPG,256,256,Potato___Late_blight,11,23,246,234
6eebb348-cafa-4863-937c-3b249f71df0a___RS_Early.B 9230.JPG,256,256,Potato___Early_blight,24,26,245,244
6f0fffdc-876f-449f-b03e-f25081f2c44f___RS_LB 4096.JPG,256,256,Potato___Late_blight,8,10,246,252
6f2f2f80-80f5-4f0b-86f6-a0d9b0fa4cbc___RS_LB 4034.JPG,256,256,Potato___Late_blight,32,35,226,224
6f37a2b1-e63c-4d82-aec2-9ff036473867___RS_Early.B 7585.JPG,256,256,Potato___Early_blight,14,22,237,220
6f669c56-c863-4c71-be49-8d020d3f7d3d___RS_LB 5128.JPG,256,256,Potato___Late_blight,33,20,229,249
6f4b9acd-f34d-4771-a6bc-2001de2dd1d3___RS_HL 1898.JPG,256,256,healthy,23,24,244,236
6f5a4763-2865-4bdf-8c7f-49ab7a53126a___RS_LB 5237.JPG,256,256,Potato___Late_blight,21,11,244,232
6f75cbf6-25c5-4b56-911d-c8a6ffa242d4___RS_Early.B 7914.JPG,256,256,Potato___Early_blight,22,34,227,233
6f88dbd4-3e54-47ae-850a-0e9c7d9d700d___RS_LB 4737.JPG,256,256,Potato___Late_blight,13,13,236,252
6f8dfa1b-8c6f-4be6-93ff-e9180dde7357___RS_Early.B 6914.JPG,256,256,Potato___Early_blight,17,23,243,218
6fa565d1-4fab-4331-b30d-772babc186a4___RS_LB 3887.JPG,256,256,Potato___Late_blight,31,49,215,235
6fc04d72-747b-4a96-912a-db0bd967ece0___RS_Early.B 8002.JPG,256,256,Potato___Early_blight,20,17,233,223
6fc1834e-7909-4177-9480-6cd9f23109b4___RS_LB 4023.JPG,256,256,Potato___Late_blight,42,20,226,213
6fcaba16-dfce-431a-b268-e0826a101553___RS_Early.B 6695.JPG,256,256,Potato___Early_blight,24,19,235,241
6fea732f-0819-4ba1-922a-8cbb1a94baff___RS_LB 3336.JPG,256,256,Potato___Late_blight,28,24,225,231
6fdee580-fa84-4ea7-b54a-048919765284___RS_Early.B 8187.JPG,256,256,Potato___Early_blight,20,9,236,237
709bddcf-5c54-4fad-8a22-890c00e839a4___RS_LB 4732.JPG,256,256,Potato___Late_blight,24,12,241,250
7050bb1d-af0d-47c4-8f35-23b9561b8024___RS_LB 3313.JPG,256,256,Potato___Late_blight,15,31,238,224
70a2aa43-f50f-448b-bd98-9315f27cf456___RS_Early.B 7927.JPG,256,256,Potato___Early_blight,44,10,205,227
70b8c0ad-be72-4f3f-84ba-7439f83b089b___RS_LB 4446.JPG,256,256,Potato___Late_blight,50,21,237,228
70b89c8b-2850-4ec8-8da1-a4b9de5351c7___RS_Early.B 6889.JPG,256,256,Potato___Early_blight,24,7,242,237
7153262e-7692-441e-9677-056a349d62b8___RS_LB 4813.JPG,256,256,Potato___Late_blight,30,17,223,234
70da76f2-b067-40f0-82d2-16b2dec3e189___RS_Early.B 8358.JPG,256,256,Potato___Early_blight,19,9,242,226
71ab124e-93ba-4d4e-ae53-68ac12fcb858___RS_Early.B 8129.JPG,256,256,Potato___Early_blight,19,4,242,237
719dcce1-73f0-42c8-9941-44eb2b237544___RS_Early.B 8059.JPG,256,256,Potato___Early_blight,11,5,241,237
716325d9-fca6-46b4-8f5a-f6729c211200___RS_LB 3958.JPG,256,256,Potato___Late_blight,24,36,214,231
718aefec-0eba-48fe-9798-f45d3d24fade___RS_LB 4119.JPG,256,256,Potato___Late_blight,21,17,238,226
71c06efe-089f-49b3-beed-095bd7640e32___RS_HL 1947.JPG,256,256,healthy,4,9,242,238
71f6c664-3b77-45ef-a1de-e00685c78add___RS_LB 4441.JPG,256,256,Potato___Late_blight,41,3,232,210
7220e643-be85-4361-8c34-f647ebed5dd8___RS_LB 3027.JPG,256,256,Potato___Late_blight,18,3,235,245
71cbb155-74cd-42f9-97ac-abca4a10ad79___RS_LB 4456.JPG,256,256,Potato___Late_blight,40,17,246,249
72013507-bfce-4b7a-b56e-f66a94cb4558___RS_Early.B 7930.JPG,256,256,Potato___Early_blight,17,17,240,243
7227b3db-c212-4370-8b42-443eea1577aa___RS_Early.B 7306.JPG,256,256,Potato___Early_blight,16,29,250,252
7248171d-98a5-4bf0-9a8d-5c5a8820eba9___RS_Early.B 6680.JPG,256,256,Potato___Early_blight,23,17,246,238
72485a02-60b9-424a-ba1f-de8078b07176___RS_LB 3148.JPG,256,256,Potato___Late_blight,34,23,240,238
722bc78a-a1e0-481b-b5a3-cb3357f2f350___RS_Early.B 6803.JPG,256,256,Potato___Early_blight,25,14,217,221
727dd407-7a8b-4edb-9697-726ae947bd63___RS_LB 2646.JPG,256,256,Potato___Late_blight,14,19,240,240
7260ba74-3187-4a62-8962-cbea92def2f2___RS_LB 4769.JPG,256,256,Potato___Late_blight,13,10,249,219
72c4221d-f82b-48fc-a91e-8aa46f5cb0cc___RS_Early.B 8399.JPG,256,256,Potato___Early_blight,15,9,234,244
72e10017-f8a6-4813-8036-0cde4dad6057___RS_LB 4666.JPG,256,256,Potato___Late_blight,56,17,206,232
72b12e17-d76f-4254-a4af-3ed3c3859500___RS_LB 3334.JPG,256,256,Potato___Late_blight,21,7,234,242
72f7fa2c-974f-42af-99c3-fd4739d64050___RS_Early.B 8772.JPG,256,256,Potato___Early_blight,21,3,239,236
72f9e596-8d1e-4ffd-923d-55645d6adca1___RS_Early.B 7704.JPG,256,256,Potato___Early_blight,17,20,213,230
73366261-64f3-4219-a43a-97cda85474a9___RS_LB 3332.JPG,256,256,Potato___Late_blight,35,15,228,212
73273541-2855-4516-92c3-658703bd2d18___RS_Early.B 6814.JPG,256,256,Potato___Early_blight,19,6,232,238
734b84f8-3bcb-4abd-bf22-0896a16e8df7___RS_LB 2929.JPG,256,256,Potato___Late_blight,35,18,233,241
73845010-b5b2-4604-8055-388c4222592a___RS_Early.B 6767.JPG,256,256,Potato___Early_blight,22,44,240,227
737c2343-228f-4155-b984-13ae0da44745___RS_Early.B 6828.JPG,256,256,Potato___Early_blight,47,15,230,247
73cf20a6-b2c4-4302-a664-c43dccb78cfb___RS_Early.B 6930.JPG,256,256,Potato___Early_blight,14,36,238,237
73d0be73-8a51-417a-ac46-67a37462efa3___RS_LB 4457.JPG,256,256,Potato___Late_blight,37,5,216,231
74277267-6a9f-44d0-95fe-7f52f89630a0___RS_LB 5074.JPG,256,256,Potato___Late_blight,27,22,254,236
73d47ccd-4f15-4d93-90d1-5c35dbedd91e___RS_Early.B 7567.JPG,256,256,Potato___Early_blight,30,11,230,223
73fb0463-c023-4749-8c37-dd11304de9b1___RS_LB 3112.JPG,256,256,Potato___Late_blight,85,14,248,230
7460b5a9-4356-40b3-acf6-e61601a63b62___RS_LB 4965.JPG,256,256,Potato___Late_blight,30,14,219,237
74316ef6-7cce-4ed9-8fbf-9bf42d14657c___RS_Early.B 7352.JPG,256,256,Potato___Early_blight,20,18,226,212
7456db33-766c-4a68-b924-ddf69d579981___RS_Early.B 6723.JPG,256,256,Potato___Early_blight,19,37,239,230
749a1b32-7152-4dce-87b4-92af094f6b9b___RS_LB 3310.JPG,256,256,Potato___Late_blight,18,10,236,236
7486e823-64f7-4e43-ab51-26261b077fc2___RS_Early.B 6785.JPG,256,256,Potato___Early_blight,23,15,245,234
74d51dd6-7990-4d3a-95c6-5d67fac5cdad___RS_LB 2578.JPG,256,256,Potato___Late_blight,22,7,229,235
74bedc99-e24e-43de-a17c-003822c8af41___RS_Early.B 8725.JPG,256,256,Potato___Early_blight,21,26,238,236
74d5c9b6-c99f-4ba2-8180-6c35bb5de820___RS_LB 2811.JPG,256,256,Potato___Late_blight,13,11,243,233
74fdf0aa-c85e-406e-9f2e-6403bd6b994a___RS_LB 4245.JPG,256,256,Potato___Late_blight,44,18,233,205
74ee080b-cad8-4090-9f2a-07411eb8481a___RS_LB 4956.JPG,256,256,Potato___Late_blight,9,15,241,234
755c96cf-1bfa-4d35-9ad2-c04dba9f64c8___RS_LB 3262.JPG,256,256,Potato___Late_blight,10,13,233,238
7514a101-a131-449a-9dcd-80ba8733f124___RS_LB 4879.JPG,256,256,Potato___Late_blight,21,26,224,223
750584fd-72e0-45c8-b37c-97208bd559cc___RS_HL 1885.JPG,256,256,healthy,20,20,241,225
757b3cbf-a694-4e76-939c-5a93d3c932ab___RS_Early.B 8169.JPG,256,256,Potato___Early_blight,22,10,239,228
7584a5b8-b701-4255-9dde-a60b6442cc37___RS_Early.B 9154.JPG,256,256,Potato___Early_blight,25,26,235,238
75a1ae7b-9b93-4a9f-9eca-70b4b9e9f5ff___RS_LB 4739.JPG,256,256,Potato___Late_blight,28,19,237,239
75fd327f-c30c-4b73-b7a1-fd11aab8206e___RS_LB 2508.JPG,256,256,Potato___Late_blight,28,27,222,230
758b39d7-12bc-401f-b280-2c8435a02f43___RS_Early.B 6839.JPG,256,256,Potato___Early_blight,25,25,238,219
762672f4-17e6-4fd6-84f1-3bcb091b3ca5___RS_HL 5417.JPG,256,256,healthy,25,14,240,235
762a9cd9-7da1-4885-b677-870da1e41768___RS_LB 2592.JPG,256,256,Potato___Late_blight,32,27,242,231
764311f2-6fd3-424d-aabc-9ad013a41997___RS_LB 3136.JPG,256,256,Potato___Late_blight,28,19,238,234
7673ac2a-707f-4575-a11d-afe44817bfd4___RS_LB 4342.JPG,256,256,Potato___Late_blight,19,37,221,222
76bea797-306c-4fc5-a868-69394fed05d4___RS_LB 2900.JPG,256,256,Potato___Late_blight,21,7,238,234
769b00f1-f5cf-4dee-a2c6-6e97414450f6___RS_Early.B 9149.JPG,256,256,Potato___Early_blight,21,12,229,236
76be1a95-8bf1-468e-bc6c-f7d8fa5b7e5b___RS_LB 4758.JPG,256,256,Potato___Late_blight,11,11,245,225
76ee26db-ef55-43b9-9179-6b9ba15dc21a___RS_LB 4058.JPG,256,256,Potato___Late_blight,38,33,219,230
77164347-18bd-4466-aca9-0f61e6a36468___RS_LB 4155.JPG,256,256,Potato___Late_blight,37,4,239,209
76ebfd7a-b3d8-4cde-b6b6-7e5132ec269b___RS_LB 4935.JPG,256,256,Potato___Late_blight,12,22,256,250
774875d3-438a-4305-afe2-7d59e2925dc4___RS_HL 1759.JPG,256,256,healthy,49,8,239,234
77725a5a-c0b8-4b7c-bc42-ac99f51428c1___RS_Early.B 7401.JPG,256,256,Potato___Early_blight,11,34,237,240
7774658c-0dcb-4b7c-a1fa-573de03373dd___RS_LB 3135.JPG,256,256,Potato___Late_blight,37,8,237,236
7795f733-eeb0-4353-bdb8-b2f4d8d622d4___RS_Early.B 6960.JPG,256,256,Potato___Early_blight,26,38,240,234
777a492f-3dfb-4bcf-8b33-a9b09fb21e6e___RS_LB 4866.JPG,256,256,Potato___Late_blight,42,21,242,239
779e2b0a-0922-41bc-9393-da3750494671___RS_Early.B 8382.JPG,256,256,Potato___Early_blight,27,29,232,216
77b04047-8450-47d1-82f1-48f09f83387c___RS_Early.B 7042.JPG,256,256,Potato___Early_blight,21,33,230,242
77c86eac-945e-4942-8eab-1269373d645a___RS_Early.B 7755.JPG,256,256,Potato___Early_blight,28,18,239,244
77c271bd-0798-4336-8bea-f2a80e8e8906___RS_LB 3290.JPG,256,256,Potato___Late_blight,18,30,242,221
77c75478-e1f0-4aaa-9cbc-af1fed928a74___RS_HL 1748.JPG,256,256,healthy,26,10,215,235
77f5fdf0-42c5-4af9-92d8-366e6a3a2017___RS_LB 4071.JPG,256,256,Potato___Late_blight,32,30,215,230
77e2a857-e169-42f4-9886-708024781837___RS_LB 4705.JPG,256,256,Potato___Late_blight,43,17,225,231
7855ccc3-28ac-4269-a8ce-618df8a27573___RS_Early.B 7834.JPG,256,256,Potato___Early_blight,13,18,233,239
78313ae7-3589-4d23-a5b6-0457e500bd1a___RS_Early.B 6768.JPG,256,256,Potato___Early_blight,36,25,208,245
782bc9dd-286b-46ee-b896-fa5520f57b0c___RS_LB 4408.JPG,256,256,Potato___Late_blight,28,32,219,225
78071f69-3d02-4576-bd46-28732dd528aa___RS_Early.B 9228.JPG,256,256,Potato___Early_blight,21,20,235,256
78ca2c95-f7b7-43b8-a91f-9ca12ac814e8___RS_Early.B 7137.JPG,256,256,Potato___Early_blight,48,14,217,246
78fe147d-b9c8-460d-ba04-65fa82b39184___RS_LB 4870.JPG,256,256,Potato___Late_blight,43,18,242,234
790eb0ba-6878-4b5a-85fb-481aa37783a3___RS_LB 3872.JPG,256,256,Potato___Late_blight,21,20,226,231
78f43f26-36e5-43c2-9b87-a08d8a0b8a11___RS_LB 2843.JPG,256,256,Potato___Late_blight,21,9,243,242
792d4339-f459-4ef6-aef9-431c64c95cc1___RS_LB 3251.JPG,256,256,Potato___Late_blight,17,9,244,244
793aaf75-3085-4bbb-bace-33a9593c3c94___RS_LB 4847.JPG,256,256,Potato___Late_blight,11,14,249,241
794ef65d-1a4c-445a-b77c-f00d36ec82c6___RS_LB 2869.JPG,256,256,Potato___Late_blight,24,17,240,241
794fae1d-55b2-4275-8fce-174728963813___RS_LB 2841.JPG,256,256,Potato___Late_blight,25,12,233,244
7948ada9-eabc-4cb7-a579-b73e938eb716___RS_HL 4185.JPG,256,256,healthy,26,19,235,246
7a04081f-dd48-4a84-b7c1-611a50ae7886___RS_Early.B 8019.JPG,256,256,Potato___Early_blight,9,21,214,233
799b10e8-ba67-4e08-9abe-748789572ad1___RS_HL 1881.JPG,256,256,healthy,28,7,241,240
7a0b26a9-4abe-4e84-ad20-699b0c0cd27e___RS_LB 4376.JPG,256,256,Potato___Late_blight,27,18,232,235
7a3630ed-a43c-4957-a604-1de05e8e7f32___RS_Early.B 6795.JPG,256,256,Potato___Early_blight,22,11,201,229
7a4371b2-72c6-414e-b73e-6e4b4adab72f___RS_LB 3289.JPG,256,256,Potato___Late_blight,14,14,240,246
7a84da2c-6c10-483f-9994-69aeedc21a57___RS_Early.B 7534.JPG,256,256,Potato___Early_blight,17,23,247,240
7a7ff9ee-1d6f-4ca8-a393-9c56ca74d7bb___RS_Early.B 8158.JPG,256,256,Potato___Early_blight,28,21,234,247
7a8f295d-dc08-4a25-ba7a-28995729b6b6___RS_Early.B 8243.JPG,256,256,Potato___Early_blight,19,17,232,243
7b5a2c96-f276-477a-8e7e-3325b02719a7___RS_LB 4613.JPG,256,256,Potato___Late_blight,36,20,244,223
7b38a18a-65a4-4162-b48a-658b846be5a2___RS_LB 2733.JPG,256,256,Potato___Late_blight,29,15,243,237
7b32b8b9-6b65-44e6-a3e5-edd7a5d62ec4___RS_LB 4142.JPG,256,256,Potato___Late_blight,13,12,231,247
7ace85c1-a488-4df2-8162-b73c17032099___RS_Early.B 7541.JPG,256,256,Potato___Early_blight,14,11,246,234
7ba072ea-9bb3-4b5e-8fff-82758ff3f722___RS_Early.B 8262.JPG,256,256,Potato___Early_blight,25,6,237,232
7b95c3ad-d550-4cc8-96e0-549ec04c7dea___RS_Early.B 7342.JPG,256,256,Potato___Early_blight,14,20,247,238
